,car.id,car.type,startDatetime,startTimestamp,gate.name,duration,endTimestamp,endDatetime
3725,20150617090658-734,1,6/2/2015 8:15,1433258133,C0,197045,1433455178,6/4/2015 14:59
2707,20155102045121-443,1,6/3/2015 15:32,1433370758,C0,81677,1433452435,6/4/2015 14:13
3586,20155102095112-902,3,6/5/2015 3:50,1433501403,C0,79177,1433580580,6/6/2015 1:49
3301,20152703012746-542,1,6/5/2015 16:39,1433547598,C0,92166,1433639764,6/6/2015 18:16
1530,20154129084107-872,1,6/6/2015 5:10,1433592611,C0,84818,1433677429,6/7/2015 4:43
1155,20153704013734-599,1,6/6/2015 8:53,1433606002,C0,77874,1433683876,6/7/2015 6:31
5636,20151505041552-201,1,6/6/2015 16:35,1433633748,C0,87596,1433721344,6/7/2015 16:55
5292,20152203012222-575,1,6/6/2015 20:55,1433649322,C0,95460,1433744782,6/7/2015 23:26
6193,20151329121310-651,2,6/6/2015 21:37,1433651871,C0,103583,1433755454,6/8/2015 2:24
4296,20152704012752-116,3,6/7/2015 3:50,1433674220,C0,112274,1433786494,6/8/2015 11:01
5178,20155803095829-960,3,6/7/2015 12:29,1433705355,C0,177323,1433882678,6/9/2015 13:44
2236,20152202102255-946,1,6/7/2015 21:58,1433739508,C0,473733,1434213241,6/13/2015 9:34
2599,20154005074031-234,1,6/8/2015 1:50,1433753449,C0,79406,1433832855,6/8/2015 23:54
3178,20152005082009-82,2,6/8/2015 10:30,1433784618,C0,89003,1433873621,6/9/2015 11:13
473,20150404040434-742,3,6/8/2015 18:35,1433813732,C0,354658,1434168390,6/12/2015 21:06
5456,20150002070024-376,2,6/9/2015 6:49,1433857764,C0,302070,1434159834,6/12/2015 18:43
2920,20150805010805-339,1,6/9/2015 17:05,1433894751,C0,179933,1434074684,6/11/2015 19:04
4017,20152707062703-3,2,6/9/2015 18:56,1433901369,C0,108873,1434010242,6/11/2015 1:10
5070,20151708021738-621,1,6/10/2015 23:24,1434003888,C0,102815,1434106703,6/12/2015 3:58
1367,20151009061043-83,1,6/12/2015 4:03,1434107017,C0,125787,1434232804,6/13/2015 15:00
5471,20155306125304-711,2,6/12/2015 9:53,1434128035,C0,169217,1434297252,6/14/2015 8:54
406,20155517035538-277,1,6/12/2015 22:18,1434172710,C0,324196,1434496906,6/16/2015 16:21
3972,20152603062609-710,2,6/13/2015 7:40,1434206413,C0,434222,1434640635,6/18/2015 8:17
5115,20154003064021-184,2,6/13/2015 16:48,1434239285,C0,112558,1434351843,6/15/2015 0:04
6558,20154005024018-445,1,6/15/2015 11:58,1434394737,C0,284773,1434679510,6/18/2015 19:05
3858,20154407024412-194,1,6/15/2015 22:51,1434433890,C0,240146,1434674036,6/18/2015 17:33
4145,20153909123913-261,2,6/16/2015 11:44,1434480298,C0,85935,1434566233,6/17/2015 11:37
5342,20152315122321-162,3,6/16/2015 11:49,1434480596,C0,84395,1434564991,6/17/2015 11:16
3765,20153708073703-436,2,6/16/2015 13:16,1434485761,C0,355769,1434841530,6/20/2015 16:05
2440,20155813115831-288,1,6/17/2015 5:33,1434544435,C0,161262,1434705697,6/19/2015 2:21
3312,20152313102357-845,2,6/17/2015 10:11,1434561118,C0,344881,1434905999,6/21/2015 9:59
6461,20150409100452-47,1,6/18/2015 6:40,1434634837,C0,255115,1434889952,6/21/2015 5:32
3853,20154211054209-984,2,6/18/2015 9:17,1434644225,C0,406612,1435050837,6/23/2015 2:13
5674,20155004085057-252,3,6/18/2015 19:48,1434682109,C0,178436,1434860545,6/20/2015 21:22
2900,20153007083052-124,1,6/18/2015 23:03,1434693811,C0,334253,1435028064,6/22/2015 19:54
1277,20152311102347-770,1,6/19/2015 4:55,1434714909,C0,95926,1434810835,6/20/2015 7:33
3641,20154916014913-150,3,6/19/2015 6:19,1434719983,C0,116115,1434836098,6/20/2015 14:34
540,20154914054916-877,2,6/19/2015 17:47,1434761221,C0,61695,1434822916,6/20/2015 10:55
5748,20153417073443-887,3,6/20/2015 2:58,1434794281,C0,80866,1434875147,6/21/2015 1:25
3144,20155418045458-340,1,6/20/2015 12:47,1434829636,C0,157938,1434987574,6/22/2015 8:39
3847,20155514115559-607,1,6/20/2015 14:04,1434834276,C0,526117,1435360393,6/26/2015 16:13
1806,20153202123219-728,3,6/21/2015 13:32,1434918779,C0,205655,1435124434,6/23/2015 22:40
2579,20155228125229-86,3,6/21/2015 17:09,1434931765,C0,261127,1435192892,6/24/2015 17:41
3983,20151619061642-149,2,6/21/2015 22:39,1434951586,C0,115892,1435067478,6/23/2015 6:51
278,20151712051721-6,1,6/22/2015 5:26,1434975960,C0,273773,1435249733,6/25/2015 9:28
2787,20154119094154-19,2,6/22/2015 6:35,1434980121,C0,82669,1435062790,6/23/2015 5:33
4196,20155720025749-383,1,6/22/2015 10:54,1434995665,C0,52732,1435048397,6/23/2015 1:33
2763,20152519052551-298,1,6/22/2015 18:21,1435022496,C0,262545,1435285041,6/25/2015 19:17
2856,20151711011732-63,3,6/22/2015 19:40,1435027225,C0,973373,1436000598,7/4/2015 2:03
6078,20154019104036-155,2,6/22/2015 21:44,1435034690,C0,299054,1435333744,6/26/2015 8:49
6279,20152912072922-999,1,6/23/2015 10:52,1435081936,C0,481287,1435563223,6/29/2015 0:33
3226,20155515095508-771,2,6/24/2015 17:07,1435190846,C0,803538,1435994384,7/4/2015 0:19
2457,20151816031811-238,1,6/25/2015 0:26,1435217217,C0,362063,1435579280,6/29/2015 5:01
1704,20154118104113-978,3,6/25/2015 1:39,1435221579,C0,81758,1435303337,6/26/2015 0:22
1889,20153123053127-918,1,6/25/2015 4:58,1435233517,C0,63815,1435297332,6/25/2015 22:42
3237,20153721043746-702,3,6/25/2015 15:53,1435272804,C0,171469,1435444273,6/27/2015 15:31
3484,20150723090724-2,1,6/25/2015 19:07,1435284430,C0,208786,1435493216,6/28/2015 5:06
2863,20154420054455-558,2,6/25/2015 22:43,1435297396,C0,149967,1435447363,6/27/2015 16:22
5095,20150422080420-314,3,6/26/2015 7:08,1435327715,C0,114085,1435441800,6/27/2015 14:50
1498,20151924051901-835,2,6/26/2015 16:45,1435362345,C0,170804,1435533149,6/28/2015 16:12
2166,20151805061831-133,1,6/26/2015 19:21,1435371695,C0,567473,1435939168,7/3/2015 8:59
3115,20154126064136-539,3,6/27/2015 7:15,1435414537,C0,88441,1435502978,6/28/2015 7:49
516,20152120062126-798,2,6/27/2015 9:20,1435422038,C0,87936,1435509974,6/28/2015 9:46
5541,20154522074550-726,3,6/28/2015 9:29,1435508942,C0,262296,1435771238,7/1/2015 10:20
5540,20151919051903-993,3,6/28/2015 16:40,1435534815,C0,96909,1435631724,6/29/2015 19:35
179,20154824124835-785,1,6/28/2015 17:26,1435537565,C0,181125,1435718690,6/30/2015 19:44
2285,20155228125210-442,3,6/29/2015 17:54,1435625660,C0,104530,1435730190,6/30/2015 22:56
1230,20153529083516-535,1,6/30/2015 8:14,1435677256,C0,85140,1435762396,7/1/2015 7:53
4388,20151127061106-88,3,6/30/2015 12:57,1435694220,C0,94518,1435788738,7/1/2015 15:12
5552,20155626105649-404,1,6/30/2015 15:17,1435702633,C0,120408,1435823041,7/2/2015 0:44
5154,20152729032750-703,2,7/1/2015 1:37,1435739854,C0,61492,1435801346,7/1/2015 18:42
5488,20151726071747-488,1,7/1/2015 9:45,1435769133,C0,440866,1436209999,7/6/2015 12:13
5352,20151614091646-956,1,7/1/2015 17:05,1435795542,C0,213848,1436009390,7/4/2015 4:29
4757,20155026035048-916,1,7/1/2015 18:23,1435800237,C0,63027,1435863264,7/2/2015 11:54
1153,20151823081833-359,1,7/1/2015 18:27,1435800475,C0,103966,1435904441,7/2/2015 23:20
1327,20153626023632-111,1,7/2/2015 0:32,1435822320,C0,233864,1436056184,7/4/2015 17:29
41,20153419063412-632,1,7/2/2015 6:44,1435844676,C0,140478,1435985154,7/3/2015 21:45
339,20150129090159-131,2,7/2/2015 8:34,1435851266,C0,85849,1435937115,7/3/2015 8:25
2450,20150820070819-746,2,7/2/2015 16:08,1435878491,C0,133649,1436012140,7/4/2015 5:15
3929,20151020081012-980,1,7/2/2015 18:45,1435887916,C0,537452,1436425368,7/9/2015 0:02
4164,20153101083156-266,2,7/2/2015 20:56,1435895797,C0,131081,1436026878,7/4/2015 9:21
5478,20152730062723-66,2,7/3/2015 6:30,1435930256,C0,86471,1436016727,7/4/2015 6:32
2609,20151802061810-813,1,7/3/2015 9:21,1435940480,C0,97390,1436037870,7/4/2015 12:24
4095,20152730062720-372,1,7/3/2015 15:57,1435964225,C0,97795,1436062020,7/4/2015 19:07
5578,20151330051300-634,1,7/3/2015 16:21,1435965695,C0,256115,1436221810,7/6/2015 15:30
1067,20153620053622-72,1,7/3/2015 19:24,1435976677,C0,161385,1436138062,7/5/2015 16:14
5076,20155412025439-711,2,7/4/2015 1:16,1435997783,C0,231463,1436229246,7/6/2015 17:34
3361,20154730124723-254,3,7/4/2015 8:28,1436023687,C0,330044,1436353731,7/8/2015 4:08
2239,20154830104827-205,1,7/4/2015 13:02,1436040169,C0,176831,1436217000,7/6/2015 14:10
2337,20150614120640-492,1,7/4/2015 19:02,1436061754,C0,250422,1436312176,7/7/2015 16:36
5368,20151927041904-297,3,7/4/2015 20:14,1436066084,C0,309470,1436375554,7/8/2015 10:12
1553,20152529092504-987,2,7/5/2015 2:04,1436087074,C0,245985,1436333059,7/7/2015 22:24
6440,20153730013733-766,3,7/5/2015 20:04,1436151842,C0,65027,1436216869,7/6/2015 14:07
3645,20151927101928-443,1,7/5/2015 23:52,1436165527,C0,246653,1436412180,7/8/2015 20:23
6544,20151028011029-820,3,7/6/2015 4:49,1436183349,C0,82640,1436265989,7/7/2015 3:46
4475,20154426024411-840,2,7/6/2015 6:13,1436188418,C0,277789,1436466207,7/9/2015 11:23
177,20150926110958-805,2,7/6/2015 8:42,1436197372,C0,285058,1436482430,7/9/2015 15:53
1376,20155418045455-317,2,7/6/2015 14:02,1436216571,C0,772438,1436989009,7/15/2015 12:36
6270,20153505093535-456,2,7/6/2015 20:05,1436238356,C0,124221,1436362577,7/8/2015 6:36
3578,20153125023115-598,1,7/7/2015 0:40,1436254854,C0,328993,1436583847,7/10/2015 20:04
1348,20155030015058-336,1,7/7/2015 5:14,1436271294,C0,286918,1436558212,7/10/2015 12:56
4228,20151404021437-954,3,7/7/2015 7:44,1436280264,C0,235787,1436516051,7/10/2015 1:14
525,20155525015513-235,2,7/7/2015 14:01,1436302897,C0,345728,1436648625,7/11/2015 14:03
5384,20153205083252-86,1,7/7/2015 16:52,1436313145,C0,202773,1436515918,7/10/2015 1:11
3330,20155003045027-887,1,7/8/2015 7:43,1436366617,C0,399190,1436765807,7/12/2015 22:36
326,20155805025842-634,1,7/8/2015 13:24,1436387071,C0,406507,1436793578,7/13/2015 6:19
704,20150025040004-379,2,7/8/2015 14:16,1436390180,C0,159568,1436549748,7/10/2015 10:35
1278,20151106041146-807,1,7/8/2015 14:55,1436392508,C0,84101,1436476609,7/9/2015 14:16
6399,20150929060957-709,1,7/8/2015 15:09,1436393341,C0,101243,1436494584,7/9/2015 19:16
5890,20154520014506-55,1,7/8/2015 15:43,1436395390,C0,781142,1437176532,7/17/2015 16:42
733,20152116022122-905,1,7/8/2015 15:58,1436396286,C0,272372,1436668658,7/11/2015 19:37
3365,20155603015621-472,2,7/8/2015 16:24,1436397855,C0,62982,1436460837,7/9/2015 9:53
4260,20151002101014-792,3,7/9/2015 0:35,1436427332,C0,190106,1436617438,7/11/2015 5:23
1857,20153130083112-439,2,7/9/2015 2:38,1436434696,C0,378212,1436812908,7/13/2015 11:41
6063,20155021125027-18,1,7/9/2015 3:46,1436438787,C0,507520,1436946307,7/15/2015 0:45
312,20154821034852-404,1,7/9/2015 22:12,1436505148,C0,789108,1437294256,7/19/2015 1:24
987,20150603090639-155,3,7/10/2015 4:45,1436528705,C0,294553,1436823258,7/13/2015 14:34
6472,20151315031359-879,2,7/10/2015 6:05,1436533511,C0,265884,1436799395,7/13/2015 7:56
3532,20154926014915-775,2,7/10/2015 7:12,1436537539,C0,592892,1437130431,7/17/2015 3:53
2490,20152608112631-387,3,7/10/2015 17:41,1436575297,C0,195306,1436770603,7/12/2015 23:56
995,20153406083403-509,2,7/11/2015 2:39,1436607553,C0,205355,1436812908,7/13/2015 11:41
5957,20153204053251-894,2,7/11/2015 7:09,1436623788,C0,189139,1436812927,7/13/2015 11:42
5759,20153830123835-677,1,7/11/2015 10:22,1436635347,C0,117779,1436753126,7/12/2015 19:05
1991,20151004061009-733,2,7/11/2015 11:01,1436637711,C0,622302,1437260013,7/18/2015 15:53
4546,20155901015947-373,2,7/11/2015 11:53,1436640803,C0,285472,1436926275,7/14/2015 19:11
2583,20152902012912-255,3,7/11/2015 17:13,1436660001,C0,263683,1436923684,7/14/2015 18:28
3571,20155309115300-960,1,7/12/2015 0:50,1436687415,C0,73145,1436760560,7/12/2015 21:09
3771,20152206032259-605,2,7/12/2015 10:12,1436721137,C0,249879,1436971016,7/15/2015 7:36
672,20151111041119-158,1,7/12/2015 16:09,1436742549,C0,86270,1436828819,7/13/2015 16:06
3825,20155304095308-767,1,7/12/2015 23:46,1436769974,C0,370593,1437140567,7/17/2015 6:42
542,20153313043332-986,1,7/12/2015 23:49,1436770154,C0,843914,1437614068,7/22/2015 18:14
5543,20150405100402-510,1,7/13/2015 22:06,1436850416,C0,734574,1437584990,7/22/2015 10:09
4147,20155812125816-703,3,7/13/2015 22:36,1436852203,C0,121107,1436973310,7/15/2015 8:15
3587,20153013053056-41,1,7/14/2015 7:18,1436883510,C0,49654,1436933164,7/14/2015 21:06
4568,20153619073613-656,2,7/14/2015 8:07,1436886427,C0,1080927,1437967354,7/26/2015 20:22
2792,20150503040507-176,1,7/14/2015 8:58,1436889490,C0,308261,1437197751,7/17/2015 22:35
865,20150110090142-745,2,7/14/2015 9:51,1436892694,C0,174296,1437066990,7/16/2015 10:16
374,20155713105709-55,2,7/14/2015 10:45,1436895951,C0,85722,1436981673,7/15/2015 10:34
499,20153508083547-956,1,7/14/2015 11:39,1436899189,C0,264721,1437163910,7/17/2015 13:11
3940,20153410103418-726,2,7/14/2015 13:35,1436906130,C0,178236,1437084366,7/16/2015 15:06
3994,20152729042736-714,2,7/14/2015 19:52,1436928768,C0,436104,1437364872,7/19/2015 21:01
3790,20152104072145-815,1,7/14/2015 23:48,1436942893,C0,131884,1437074777,7/16/2015 12:26
4769,20152929022956-198,1,7/15/2015 6:33,1436967217,C0,193403,1437160620,7/17/2015 12:17
3291,20153514073546-814,3,7/15/2015 7:04,1436969063,C0,84517,1437053580,7/16/2015 6:33
610,20152411082436-105,3,7/15/2015 7:06,1436969166,C0,340890,1437310056,7/19/2015 5:47
4942,20155307085318-512,3,7/15/2015 13:14,1436991246,C0,88356,1437079602,7/16/2015 13:46
836,20152613022643-189,1,7/15/2015 13:28,1436992125,C0,84661,1437076786,7/16/2015 12:59
6187,20155002125000-291,1,7/15/2015 23:58,1437029896,C0,145412,1437175308,7/17/2015 16:21
772,20151106061100-410,1,7/16/2015 5:21,1437049284,C0,431628,1437480912,7/21/2015 5:15
84,20152312122312-603,1,7/16/2015 5:22,1437049329,C0,970779,1438020108,7/27/2015 11:01
801,20152408032428-524,1,7/16/2015 6:31,1437053507,C0,94177,1437147684,7/17/2015 8:41
866,20155822125820-486,1,7/16/2015 8:44,1437061472,C0,686124,1437747596,7/24/2015 7:19
1946,20153914023918-636,1,7/17/2015 13:46,1437165991,C0,256033,1437422024,7/20/2015 12:53
863,20153415093431-204,2,7/17/2015 22:07,1437196053,C0,108991,1437305044,7/19/2015 4:24
2927,20152907052915-532,2,7/18/2015 3:13,1437214435,C0,128440,1437342875,7/19/2015 14:54
332,20151504021557-531,2,7/18/2015 7:12,1437228754,C0,169171,1437397925,7/20/2015 6:12
4847,20154711064739-979,1,7/18/2015 13:40,1437252015,C0,209852,1437461867,7/20/2015 23:57
2020,20155112105111-296,3,7/18/2015 14:16,1437254165,C0,176898,1437431063,7/20/2015 15:24
2029,20150827020823-652,2,7/18/2015 17:03,1437264231,C0,228116,1437492347,7/21/2015 8:25
926,20154003074050-280,1,7/18/2015 20:36,1437277006,C0,944708,1438221714,7/29/2015 19:01
3240,20152018102004-940,1,7/19/2015 6:35,1437312932,C0,72928,1437385860,7/20/2015 2:51
411,20155303055334-250,2,7/19/2015 7:19,1437315582,C0,168046,1437483628,7/21/2015 6:00
2600,20155524065529-638,3,7/19/2015 11:51,1437331892,C0,725921,1438057813,7/27/2015 21:30
446,20152414072405-565,2,7/19/2015 12:01,1437332463,C0,434374,1437766837,7/24/2015 12:40
1650,20150903090936-932,1,7/19/2015 14:50,1437342656,C0,175360,1437518016,7/21/2015 15:33
1926,20155517085542-741,3,7/19/2015 18:50,1437357034,C0,208492,1437565526,7/22/2015 4:45
2671,20150115050115-511,2,7/20/2015 10:24,1437413090,C0,408215,1437821305,7/25/2015 3:48
6184,20155715045720-815,2,7/20/2015 18:25,1437441913,C0,437273,1437879186,7/25/2015 19:53
664,20155915055956-404,3,7/20/2015 19:17,1437445040,C0,145548,1437590588,7/22/2015 11:43
2844,20150517010500-796,2,7/21/2015 0:56,1437465378,C0,150939,1437616317,7/22/2015 18:51
3289,20152518042537-745,2,7/21/2015 1:33,1437467629,C0,102846,1437570475,7/22/2015 6:07
2535,20151717121704-659,3,7/21/2015 17:17,1437524246,C0,181811,1437706057,7/23/2015 19:47
2369,20150820090811-228,2,7/21/2015 22:11,1437541896,C0,133405,1437675301,7/23/2015 11:15
418,20155809075828-607,1,7/21/2015 22:35,1437543342,C0,544717,1438088059,7/28/2015 5:54
4797,20151413081417-823,1,7/21/2015 23:56,1437548209,C0,93469,1437641678,7/23/2015 1:54
4217,20152319052357-61,3,7/22/2015 1:10,1437552645,C0,349101,1437901746,7/26/2015 2:09
4117,20150319020304-688,1,7/22/2015 4:27,1437564458,C0,112337,1437676795,7/23/2015 11:39
5208,20153519103528-888,2,7/22/2015 7:55,1437576928,C0,124800,1437701728,7/23/2015 18:35
3378,20150011070002-311,3,7/22/2015 12:45,1437594330,C0,485564,1438079894,7/28/2015 3:38
2880,20153719053715-589,3,7/22/2015 15:01,1437602463,C0,83276,1437685739,7/23/2015 14:08
2077,20153722113733-394,1,7/23/2015 11:23,1437675801,C0,85548,1437761349,7/24/2015 11:09
243,20151921051948-603,3,7/23/2015 14:35,1437687306,C0,81459,1437768765,7/24/2015 13:12
2974,20152221102210-862,1,7/24/2015 8:17,1437751042,C0,125856,1437876898,7/25/2015 19:14
6243,20152118082127-664,2,7/24/2015 16:23,1437780205,C0,273659,1438053864,7/27/2015 20:24
6284,20152819062830-519,2,7/24/2015 17:36,1437784575,C0,472065,1438256640,7/30/2015 4:44
897,20152515112517-831,1,7/24/2015 20:20,1437794450,C0,269911,1438064361,7/27/2015 23:19
140,20154116034139-452,1,7/25/2015 1:56,1437814619,C0,91015,1437905634,7/26/2015 3:13
796,20151722091759-375,2,7/25/2015 2:48,1437817685,C0,78602,1437896287,7/26/2015 0:38
2460,20152517072551-546,1,7/25/2015 2:56,1437818210,C0,96437,1437914647,7/26/2015 5:44
6254,20152817062846-890,2,7/25/2015 3:02,1437818545,C0,226273,1438044818,7/27/2015 17:53
2419,20155522055527-809,1,7/25/2015 15:58,1437865134,C0,84069,1437949203,7/26/2015 15:20
5658,20154922084949-200,3,7/26/2015 1:52,1437900763,C0,106858,1438007621,7/27/2015 7:33
2391,20154323064305-880,1,7/26/2015 12:26,1437938769,C0,139892,1438078661,7/28/2015 3:17
5045,20153317083347-992,1,7/26/2015 14:53,1437947597,C0,800370,1438747967,8/4/2015 21:12
705,20150111030116-821,1,7/27/2015 2:48,1437990497,C0,191203,1438181700,7/29/2015 7:55
5477,20151522091559-339,1,7/27/2015 4:32,1437996739,C0,207490,1438204229,7/29/2015 14:10
2126,20153017103047-976,1,7/27/2015 8:10,1438009853,C0,427803,1438437656,8/1/2015 7:00
4435,20151921021945-394,3,7/27/2015 11:39,1438022376,C0,169597,1438191973,7/29/2015 10:46
971,20154914104905-829,3,7/27/2015 17:13,1438042409,C0,382088,1438424497,8/1/2015 3:21
5392,20152513092550-113,1,7/27/2015 22:45,1438062300,C0,179650,1438241950,7/30/2015 0:39
3124,20154321124336-179,1,7/28/2015 3:09,1438078196,C0,1581190,1439659386,8/15/2015 10:23
2397,20155722085740-393,1,7/28/2015 8:13,1438096436,C0,257888,1438354324,7/31/2015 7:52
3447,20150923050915-668,1,7/28/2015 22:13,1438146802,C0,64321,1438211123,7/29/2015 16:05
4114,20155008095000-690,2,7/29/2015 5:16,1438172213,C0,256859,1438429072,8/1/2015 4:37
226,20152322092332-533,3,7/29/2015 8:00,1438182012,C0,74975,1438256987,7/30/2015 4:49
2296,20155206025224-627,2,7/29/2015 8:41,1438184480,C0,245617,1438430097,8/1/2015 4:54
5944,20154121094145-294,1,7/29/2015 9:51,1438188674,C0,691769,1438880443,8/6/2015 10:00
2189,20155325045321-836,1,7/29/2015 11:45,1438195513,C0,327112,1438522625,8/2/2015 6:37
2420,20153611043604-222,2,7/29/2015 12:02,1438196553,C0,219827,1438416380,8/1/2015 1:06
6206,20152205022233-507,2,7/30/2015 2:52,1438249945,C0,264824,1438514769,8/2/2015 4:26
32,20152902022959-436,1,7/30/2015 6:40,1438263625,C0,1195513,1439459138,8/13/2015 2:45
3830,20155929045944-214,1,7/30/2015 7:59,1438268392,C0,330751,1438599143,8/3/2015 3:52
2356,20150923010916-544,3,7/30/2015 17:41,1438303301,C0,88735,1438392036,7/31/2015 18:20
6028,20150223090243-726,3,7/30/2015 17:52,1438303971,C0,90944,1438394915,7/31/2015 19:08
504,20153404123427-942,1,7/31/2015 2:48,1438336122,C0,765885,1439102007,8/8/2015 23:33
1892,20152208032247-227,1,7/31/2015 3:20,1438338023,C0,242982,1438581005,8/2/2015 22:50
4729,20153123063158-685,1,7/31/2015 12:39,1438371597,C0,101897,1438473494,8/1/2015 16:58
6038,20151824041829-872,1,7/31/2015 18:11,1438391484,C0,611575,1439003059,8/7/2015 20:04
3927,20150526060526-540,2,7/31/2015 19:32,1438396329,C0,480403,1438876732,8/6/2015 8:58
910,20155427065441-961,1,7/31/2015 22:59,1438408741,C0,201730,1438610471,8/3/2015 7:01
1029,20154905084932-890,3,8/1/2015 3:54,1438426478,C0,771702,1439198180,8/10/2015 2:16
1518,20151623071615-935,2,8/1/2015 16:23,1438471395,C0,270140,1438741535,8/4/2015 19:25
1792,20153722023710-935,2,8/1/2015 19:21,1438482098,C0,440534,1438922632,8/6/2015 21:43
293,20155628055649-858,1,8/1/2015 22:57,1438495038,C0,51947,1438546985,8/2/2015 13:23
1588,20152227032235-207,1,8/1/2015 23:50,1438498217,C0,66066,1438564283,8/2/2015 18:11
3774,20150224010207-397,2,8/2/2015 1:02,1438502527,C0,415800,1438918327,8/6/2015 20:32
5916,20154530104517-465,1,8/2/2015 4:43,1438515782,C0,79155,1438594937,8/3/2015 2:42
204,20155417065414-463,1,8/2/2015 8:24,1438529086,C0,173479,1438702565,8/4/2015 8:36
4686,20153928053942-429,3,8/2/2015 11:12,1438539148,C0,408766,1438947914,8/7/2015 4:45
233,20151731021708-898,2,8/2/2015 12:52,1438545167,C0,167739,1438712906,8/4/2015 11:28
5972,20154111034148-335,1,8/2/2015 12:56,1438545404,C0,270128,1438815532,8/5/2015 15:58
6358,20151227041255-244,3,8/2/2015 12:58,1438545519,C0,506744,1439052263,8/8/2015 9:44
5157,20152027062003-395,2,8/2/2015 15:35,1438554939,C0,275868,1438830807,8/5/2015 20:13
4753,20155430115403-341,1,8/2/2015 17:30,1438561830,C0,93129,1438654959,8/3/2015 19:22
3592,20155201035213-815,2,8/2/2015 20:30,1438572635,C0,103102,1438675737,8/4/2015 1:08
1915,20151503041535-262,3,8/2/2015 21:12,1438575175,C0,326230,1438901405,8/6/2015 15:50
6030,20155323075349-302,2,8/3/2015 3:57,1438599479,C0,133750,1438733229,8/4/2015 17:07
5909,20153007073050-177,1,8/3/2015 10:13,1438622034,C0,616823,1439238857,8/10/2015 13:34
5,20154502084548-823,3,8/3/2015 13:32,1438633927,C0,103579,1438737506,8/4/2015 18:18
4903,20154326034342-937,2,8/3/2015 18:03,1438650202,C0,99940,1438750142,8/4/2015 21:49
3372,20154214064232-812,2,8/4/2015 8:30,1438702248,C0,260128,1438962376,8/7/2015 8:46
4472,20155825075830-372,3,8/4/2015 9:03,1438704186,C0,289292,1438993478,8/7/2015 17:24
1119,20155525115532-571,1,8/4/2015 11:39,1438713576,C0,431522,1439145098,8/9/2015 11:31
4113,20154903084903-690,2,8/4/2015 13:07,1438718852,C0,101909,1438820761,8/5/2015 17:26
1248,20152431022403-301,2,8/4/2015 20:13,1438744419,C0,52368,1438796787,8/5/2015 10:46
5176,20151029031046-528,2,8/4/2015 20:38,1438745923,C0,179359,1438925282,8/6/2015 22:28
1833,20151902061935-596,3,8/4/2015 23:49,1438757385,C0,117905,1438875290,8/6/2015 8:34
2842,20155431125443-408,1,8/5/2015 3:35,1438770919,C0,199218,1438970137,8/7/2015 10:55
1922,20152423072412-875,1,8/5/2015 6:18,1438780710,C0,373086,1439153796,8/9/2015 13:56
3510,20153827043838-171,1,8/6/2015 1:54,1438851298,C0,405490,1439256788,8/10/2015 18:33
4579,20150702020750-193,2,8/6/2015 14:56,1438898207,C0,116179,1439014386,8/7/2015 23:13
4655,20155708025703-505,3,8/6/2015 16:07,1438902471,C0,313731,1439216202,8/10/2015 7:16
3091,20155625015640-270,2,8/6/2015 23:52,1438930340,C0,153220,1439083560,8/8/2015 18:26
2893,20154325114323-182,1,8/7/2015 3:57,1438945072,C0,156467,1439101539,8/8/2015 23:25
