"","car.id","car.type","startDatetime","startTimestamp","gate.name","duration","endTimestamp","endDatetime"
"1494","20152705082700-328",1,"2015-05-05 08:48:00",1430840880,"C8",214200,1431055080,"2015-05-07 20:18:00"
"2106","20150905090932-101",2,"2015-05-05 09:49:00",1430844540,"C7",351720,1431196260,"2015-05-09 11:31:00"
"5337","20154105104122-644",2,"2015-05-05 11:34:00",1430850840,"C5",292320,1431143160,"2015-05-08 20:46:00"
"3342","20155705125721-407",3,"2015-05-05 13:22:00",1430857320,"C5",423240,1431280560,"2015-05-10 10:56:00"
"5430","20150605040618-478",1,"2015-05-05 17:08:00",1430870880,"C4",333000,1431203880,"2015-05-09 13:38:00"
"5251","20152606062618-786",1,"2015-05-06 06:47:00",1430920020,"C5",314880,1431234900,"2015-05-09 22:15:00"
"6512","20154506074517-446",1,"2015-05-06 08:08:00",1430924880,"C5",278340,1431203220,"2015-05-09 13:27:00"
"1720","20153906013912-384",2,"2015-05-06 13:46:00",1430945160,"C8",1811580,1432756740,"2015-05-27 12:59:00"
"5383","20151006031050-832",1,"2015-05-06 15:26:00",1430951160,"C7",683640,1431634800,"2015-05-14 13:20:00"
"3651","20152807082801-714",1,"2015-05-07 09:04:00",1431014640,"C2",109380,1431124020,"2015-05-08 15:27:00"
"5035","20154407084406-55",3,"2015-05-07 09:08:00",1431014880,"C8",428220,1431443100,"2015-05-12 08:05:00"
"161","20154807104818-336",1,"2015-05-07 10:53:00",1431021180,"C2",94680,1431115860,"2015-05-08 13:11:00"
"2714","20154707104714-7",1,"2015-05-07 11:08:00",1431022080,"C5",453240,1431475320,"2015-05-12 17:02:00"
"3359","20151807111855-648",3,"2015-05-07 11:46:00",1431024360,"C5",363180,1431387540,"2015-05-11 16:39:00"
"947","20152907112958-34",2,"2015-05-07 12:07:00",1431025620,"C2",74280,1431099900,"2015-05-08 08:45:00"
"1801","20153507023544-222",1,"2015-05-07 14:56:00",1431035760,"C7",186840,1431222600,"2015-05-09 18:50:00"
"5777","20150207050247-410",3,"2015-05-07 17:21:00",1431044460,"C6",437520,1431481980,"2015-05-12 18:53:00"
"3567","20151807041812-701",1,"2015-05-07 17:28:00",1431044880,"C3",357000,1431401880,"2015-05-11 20:38:00"
"6425","20151507051530-305",1,"2015-05-07 17:48:00",1431046080,"C8",496320,1431542400,"2015-05-13 11:40:00"
"4376","20152608082640-6",1,"2015-05-08 09:25:00",1431102300,"C5",101640,1431203940,"2015-05-09 13:39:00"
"1964","20155608095633-284",1,"2015-05-08 10:18:00",1431105480,"C5",533040,1431638520,"2015-05-14 14:22:00"
"5330","20153008103024-792",1,"2015-05-08 11:30:00",1431109800,"C4",297300,1431407100,"2015-05-11 22:05:00"
"4780","20155308075334-739",1,"2015-05-08 11:31:00",1431109860,"C4",209220,1431319080,"2015-05-10 21:38:00"
"4401","20154008114008-610",1,"2015-05-08 11:52:00",1431111120,"C3",118020,1431229140,"2015-05-09 20:39:00"
"6253","20154908114938-83",1,"2015-05-08 12:24:00",1431113040,"C6",195240,1431308280,"2015-05-10 18:38:00"
"136","20151308081312-606",1,"2015-05-08 13:42:00",1431117720,"C2",248280,1431366000,"2015-05-11 10:40:00"
"3401","20152908012941-964",2,"2015-05-08 13:51:00",1431118260,"C5",148980,1431267240,"2015-05-10 07:14:00"
"3747","20152708012754-464",2,"2015-05-08 14:11:00",1431119460,"C2",326580,1431446040,"2015-05-12 08:54:00"
"1046","20150608040651-249",2,"2015-05-08 16:41:00",1431128460,"C5",861720,1431990180,"2015-05-18 16:03:00"
"201","20153108053146-433",1,"2015-05-08 18:35:00",1431135300,"C3",93000,1431228300,"2015-05-09 20:25:00"
"4369","20150309080352-837",2,"2015-05-09 08:32:00",1431185520,"C8",300420,1431485940,"2015-05-12 19:59:00"
"4703","20152009082046-820",1,"2015-05-09 09:14:00",1431188040,"C5",183420,1431371460,"2015-05-11 12:11:00"
"1795","20155909085910-596",1,"2015-05-09 09:21:00",1431188460,"C4",2195340,1433383800,"2015-06-03 19:10:00"
"4586","20151709091702-944",1,"2015-05-09 10:08:00",1431191280,"C4",727080,1431918360,"2015-05-17 20:06:00"
"941","20150309100312-290",1,"2015-05-09 10:28:00",1431192480,"C4",178020,1431370500,"2015-05-11 11:55:00"
"2991","20153109123109-53",1,"2015-05-09 13:13:00",1431202380,"C2",111480,1431313860,"2015-05-10 20:11:00"
"6002","20155809125852-460",2,"2015-05-09 13:31:00",1431203460,"C0",358740,1431562200,"2015-05-13 17:10:00"
"1630","20152209012245-920",2,"2015-05-09 13:53:00",1431204780,"C0",276180,1431480960,"2015-05-12 18:36:00"
"4799","20155509125554-329",2,"2015-05-09 14:01:00",1431205260,"C8",145620,1431350880,"2015-05-11 06:28:00"
"2743","20152309042350-396",2,"2015-05-09 17:00:00",1431216000,"C7",102720,1431318720,"2015-05-10 21:32:00"
"1139","20155009055024-626",2,"2015-05-09 17:53:00",1431219180,"C6",353760,1431572940,"2015-05-13 20:09:00"
"5822","20150409050412-493",2,"2015-05-09 18:10:00",1431220200,"C2",142620,1431362820,"2015-05-11 09:47:00"
"2868","20155910065938-444",1,"2015-05-10 07:06:00",1431266760,"C8",101700,1431368460,"2015-05-11 11:21:00"
"4700","20154510064550-279",2,"2015-05-10 07:20:00",1431267600,"C3",175200,1431442800,"2015-05-12 08:00:00"
"1558","20151810071802-340",2,"2015-05-10 07:46:00",1431269160,"C4",277020,1431546180,"2015-05-13 12:43:00"
"2168","20150910080953-624",2,"2015-05-10 08:37:00",1431272220,"C5",198600,1431470820,"2015-05-12 15:47:00"
"5615","20150410110411-548",1,"2015-05-10 11:06:00",1431281160,"C6",195600,1431476760,"2015-05-12 17:26:00"
"4673","20153010103013-306",2,"2015-05-10 11:08:00",1431281280,"C2",110820,1431392100,"2015-05-11 17:55:00"
"3844","20154410124411-337",1,"2015-05-10 13:52:00",1431291120,"C0",172140,1431463260,"2015-05-12 13:41:00"
"5474","20153410023431-149",3,"2015-05-10 15:45:00",1431297900,"C6",146760,1431444660,"2015-05-12 08:31:00"
"795","20150911060947-468",3,"2015-05-11 06:43:00",1431351780,"C8",273060,1431624840,"2015-05-14 10:34:00"
"1652","20155911075946-694",2,"2015-05-11 08:36:00",1431358560,"C7",193980,1431552540,"2015-05-13 14:29:00"
"122","20154911084948-971",3,"2015-05-11 09:31:00",1431361860,"C0",113940,1431475800,"2015-05-12 17:10:00"
"2040","20153311093300-612",1,"2015-05-11 09:39:00",1431362340,"C4",360600,1431722940,"2015-05-15 13:49:00"
"1371","20155411105423-23",2,"2015-05-11 11:38:00",1431369480,"C8",162060,1431531540,"2015-05-13 08:39:00"
"5847","20154011114039-253",1,"2015-05-11 12:03:00",1431370980,"C5",949380,1432320360,"2015-05-22 11:46:00"
"2559","20152411112403-168",1,"2015-05-11 12:33:00",1431372780,"C8",1043520,1432416300,"2015-05-23 14:25:00"
"2482","20152011032039-149",1,"2015-05-11 16:06:00",1431385560,"C8",182340,1431567900,"2015-05-13 18:45:00"
"3853","20154211054209-984",2,"2015-05-11 18:53:00",1431395580,"C0",406620,1431802200,"2015-05-16 11:50:00"
"5357","20151412071422-498",1,"2015-05-12 08:12:00",1431443520,"C2",285960,1431729480,"2015-05-15 15:38:00"
"931","20153912113932-996",2,"2015-05-12 11:54:00",1431456840,"C7",123660,1431580500,"2015-05-13 22:15:00"
"4508","20150412120454-71",1,"2015-05-12 12:39:00",1431459540,"C6",83940,1431543480,"2015-05-13 11:58:00"
"5634","20152712012750-549",1,"2015-05-12 13:30:00",1431462600,"C6",543120,1432005720,"2015-05-18 20:22:00"
"1787","20151812011836-943",1,"2015-05-12 14:20:00",1431465600,"C7",257040,1431722640,"2015-05-15 13:44:00"
"2512","20155812035804-861",1,"2015-05-12 16:15:00",1431472500,"C7",524280,1431996780,"2015-05-18 17:53:00"
"6388","20151312041350-13",2,"2015-05-12 16:35:00",1431473700,"C5",240480,1431714180,"2015-05-15 11:23:00"
"3948","20151312051315-26",2,"2015-05-12 17:19:00",1431476340,"C8",89580,1431565920,"2015-05-13 18:12:00"
"5382","20151112051139-269",3,"2015-05-12 18:02:00",1431478920,"C4",92280,1431571200,"2015-05-13 19:40:00"
"4594","20154612054651-827",2,"2015-05-12 18:07:00",1431479220,"C5",750120,1432229340,"2015-05-21 10:29:00"
"3492","20155612055615-47",3,"2015-05-12 18:59:00",1431482340,"C5",484980,1431967320,"2015-05-18 09:42:00"
"2117","20155313065344-641",1,"2015-05-13 07:46:00",1431528360,"C5",104100,1431632460,"2015-05-14 12:41:00"
"3411","20152813082845-836",1,"2015-05-13 09:11:00",1431533460,"C2",165480,1431698940,"2015-05-15 07:09:00"
"2148","20151613111653-93",1,"2015-05-13 12:17:00",1431544620,"C7",461880,1432006500,"2015-05-18 20:35:00"
"2956","20154913014902-715",2,"2015-05-13 14:25:00",1431552300,"C0",505980,1432058280,"2015-05-19 10:58:00"
"384","20151613031640-694",1,"2015-05-13 16:23:00",1431559380,"C5",353940,1431913320,"2015-05-17 18:42:00"
"4944","20150413050443-129",2,"2015-05-13 17:33:00",1431563580,"C5",314880,1431878460,"2015-05-17 09:01:00"
"3460","20154713054724-651",1,"2015-05-13 18:24:00",1431566640,"C2",49380,1431616020,"2015-05-14 08:07:00"
"423","20153514093535-484",1,"2015-05-14 09:43:00",1431621780,"C8",466620,1432088400,"2015-05-19 19:20:00"
"1172","20153114093106-881",1,"2015-05-14 10:00:00",1431622800,"C5",180720,1431803520,"2015-05-16 12:12:00"
"1940","20153314113313-788",3,"2015-05-14 11:39:00",1431628740,"C2",70560,1431699300,"2015-05-15 07:15:00"
"6088","20154314114311-549",2,"2015-05-14 12:42:00",1431632520,"C2",336540,1431969060,"2015-05-18 10:11:00"
"2434","20154514124545-947",1,"2015-05-14 13:39:00",1431635940,"C5",501600,1432137540,"2015-05-20 08:59:00"
"6264","20154414124412-684",1,"2015-05-14 13:51:00",1431636660,"C6",450660,1432087320,"2015-05-19 19:02:00"
"6448","20153014023000-132",2,"2015-05-14 14:53:00",1431640380,"C5",58200,1431698580,"2015-05-15 07:03:00"
"4522","20155414015450-986",1,"2015-05-14 14:58:00",1431640680,"C3",54660,1431695340,"2015-05-15 06:09:00"
"6091","20152114052147-25",2,"2015-05-14 17:58:00",1431651480,"C3",184140,1431835620,"2015-05-16 21:07:00"
"5089","20151015061023-821",1,"2015-05-15 07:08:00",1431698880,"C4",467220,1432166100,"2015-05-20 16:55:00"
"6554","20153215073237-222",3,"2015-05-15 07:55:00",1431701700,"C5",253920,1431955620,"2015-05-18 06:27:00"
"1767","20152615072606-62",2,"2015-05-15 08:21:00",1431703260,"C5",136260,1431839520,"2015-05-16 22:12:00"
"1251","20154215074223-266",1,"2015-05-15 08:28:00",1431703680,"C8",114720,1431818400,"2015-05-16 16:20:00"
"1204","20150115090150-109",2,"2015-05-15 10:00:00",1431709200,"C8",123840,1431833040,"2015-05-16 20:24:00"
"2446","20151415091432-219",2,"2015-05-15 10:28:00",1431710880,"C7",127980,1431838860,"2015-05-16 22:01:00"
"3039","20153615103638-158",3,"2015-05-15 11:11:00",1431713460,"C2",298560,1432012020,"2015-05-18 22:07:00"
"4264","20155815125820-398",1,"2015-05-15 13:30:00",1431721800,"C4",617340,1432339140,"2015-05-22 16:59:00"
"2386","20150115010107-702",2,"2015-05-15 13:59:00",1431723540,"C2",74880,1431798420,"2015-05-16 10:47:00"
"1710","20152815032843-542",3,"2015-05-15 15:53:00",1431730380,"C5",787080,1432517460,"2015-05-24 18:31:00"
"5269","20155115055136-775",1,"2015-05-15 18:53:00",1431741180,"C6",481980,1432223160,"2015-05-21 08:46:00"
"6119","20152016092004-862",2,"2015-05-16 09:40:00",1431794400,"C5",282720,1432077120,"2015-05-19 16:12:00"
"2619","20155016105014-878",2,"2015-05-16 11:11:00",1431799860,"C6",266640,1432066500,"2015-05-19 13:15:00"
"2290","20150516120527-450",2,"2015-05-16 12:57:00",1431806220,"C4",120240,1431926460,"2015-05-17 22:21:00"
"6065","20155516015501-914",2,"2015-05-16 14:00:00",1431810000,"C2",169260,1431979260,"2015-05-18 13:01:00"
"2094","20150416040445-103",1,"2015-05-16 16:14:00",1431818040,"C3",242940,1432060980,"2015-05-19 11:43:00"
"340","20153316033329-899",2,"2015-05-16 16:22:00",1431818520,"C8",183360,1432001880,"2015-05-18 19:18:00"
"1482","20152816052835-878",1,"2015-05-16 17:55:00",1431824100,"C5",139740,1431963840,"2015-05-18 08:44:00"
"6382","20153417063456-447",3,"2015-05-17 07:26:00",1431872760,"C5",82140,1431954900,"2015-05-18 06:15:00"
"1619","20155417065430-542",1,"2015-05-17 07:46:00",1431873960,"C8",475260,1432349220,"2015-05-22 19:47:00"
"3074","20151617071647-820",3,"2015-05-17 07:49:00",1431874140,"C2",275580,1432149720,"2015-05-20 12:22:00"
"3061","20155417065446-3",3,"2015-05-17 07:52:00",1431874320,"C8",123180,1431997500,"2015-05-18 18:05:00"
"25","20152917072906-13",2,"2015-05-17 08:04:00",1431875040,"C3",526800,1432401840,"2015-05-23 10:24:00"
"6039","20151017091042-992",1,"2015-05-17 09:13:00",1431879180,"C6",133560,1432012740,"2015-05-18 22:19:00"
"924","20155517095500-40",1,"2015-05-17 10:02:00",1431882120,"C8",176940,1432059060,"2015-05-19 11:11:00"
"3725","20150617090658-734",1,"2015-05-17 10:13:00",1431882780,"C0",197040,1432079820,"2015-05-19 16:57:00"
"4580","20151717101752-508",1,"2015-05-17 10:44:00",1431884640,"C5",252000,1432136640,"2015-05-20 08:44:00"
"3179","20150817100809-138",2,"2015-05-17 11:12:00",1431886320,"C3",81060,1431967380,"2015-05-18 09:43:00"
"5455","20150317010343-76",2,"2015-05-17 13:34:00",1431894840,"C4",156720,1432051560,"2015-05-19 09:06:00"
"2153","20150117010157-104",2,"2015-05-17 14:00:00",1431896400,"C4",180000,1432076400,"2015-05-19 16:00:00"
"1769","20153817023856-742",2,"2015-05-17 15:02:00",1431900120,"C8",74940,1431975060,"2015-05-18 11:51:00"
"406","20155517035538-277",1,"2015-05-17 16:57:00",1431907020,"C0",324180,1432231200,"2015-05-21 11:00:00"
"1026","20155717055748-249",1,"2015-05-17 18:59:00",1431914340,"C4",73140,1431987480,"2015-05-18 15:18:00"
"5141","20153618073639-900",1,"2015-05-18 08:03:00",1431961380,"C4",197220,1432158600,"2015-05-20 14:50:00"
"1497","20150818010852-458",1,"2015-05-18 13:38:00",1431981480,"C3",118800,1432100280,"2015-05-19 22:38:00"
"2327","20152018052046-592",1,"2015-05-18 17:42:00",1431996120,"C4",102060,1432098180,"2015-05-19 22:03:00"
"2047","20152019082054-582",2,"2015-05-19 09:25:00",1432052700,"C4",514080,1432566780,"2015-05-25 08:13:00"
"5274","20152919092946-526",1,"2015-05-19 09:37:00",1432053420,"C4",962460,1433015880,"2015-05-30 12:58:00"
"1143","20151319101335-59",2,"2015-05-19 10:48:00",1432057680,"C0",86340,1432144020,"2015-05-20 10:47:00"
"1844","20150419110442-824",3,"2015-05-19 12:04:00",1432062240,"C3",87780,1432150020,"2015-05-20 12:27:00"
"260","20153719023744-10",1,"2015-05-19 15:03:00",1432072980,"C5",370320,1432443300,"2015-05-23 21:55:00"
"3727","20155719035725-878",1,"2015-05-19 16:05:00",1432076700,"C4",250560,1432327260,"2015-05-22 13:41:00"
"4904","20150719050740-812",1,"2015-05-19 17:41:00",1432082460,"C2",774480,1432856940,"2015-05-28 16:49:00"
"2545","20155519055512-566",1,"2015-05-19 18:12:00",1432084320,"C6",59700,1432144020,"2015-05-20 10:47:00"
"496","20153620073655-119",1,"2015-05-20 08:07:00",1432134420,"C8",282240,1432416660,"2015-05-23 14:31:00"
"1581","20150820080854-186",1,"2015-05-20 08:37:00",1432136220,"C5",441000,1432577220,"2015-05-25 11:07:00"
"6025","20154820084851-636",3,"2015-05-20 09:11:00",1432138260,"C5",126540,1432264800,"2015-05-21 20:20:00"
"5022","20154820094833-789",1,"2015-05-20 10:51:00",1432144260,"C5",125820,1432270080,"2015-05-21 21:48:00"
"4089","20153120113117-670",2,"2015-05-20 12:21:00",1432149660,"C4",499980,1432649640,"2015-05-26 07:14:00"
"3674","20150020030052-644",2,"2015-05-20 15:07:00",1432159620,"C4",66840,1432226460,"2015-05-21 09:41:00"
"2777","20154620024622-348",2,"2015-05-20 15:17:00",1432160220,"C8",447060,1432607280,"2015-05-25 19:28:00"
"1715","20152120032144-608",2,"2015-05-20 15:52:00",1432162320,"C5",426480,1432588800,"2015-05-25 14:20:00"
"2181","20155020035009-541",3,"2015-05-20 15:55:00",1432162500,"C2",614760,1432777260,"2015-05-27 18:41:00"
"3516","20155520035557-954",1,"2015-05-20 17:09:00",1432166940,"C7",585120,1432752060,"2015-05-27 11:41:00"
"4726","20155020055005-112",1,"2015-05-20 18:49:00",1432172940,"C0",53820,1432226760,"2015-05-21 09:46:00"
"1573","20150621060618-266",3,"2015-05-21 06:13:00",1432213980,"C8",221640,1432435620,"2015-05-23 19:47:00"
"2698","20155221085210-381",2,"2015-05-21 08:59:00",1432223940,"C4",274740,1432498680,"2015-05-24 13:18:00"
"234","20150821090834-726",2,"2015-05-21 09:15:00",1432224900,"C8",273540,1432498440,"2015-05-24 13:14:00"
"4704","20151121091142-55",2,"2015-05-21 09:33:00",1432225980,"C8",268740,1432494720,"2015-05-24 12:12:00"
"3362","20154321084329-326",3,"2015-05-21 09:37:00",1432226220,"C8",193140,1432419360,"2015-05-23 15:16:00"
"2849","20151521111559-556",2,"2015-05-21 11:42:00",1432233720,"C4",251520,1432485240,"2015-05-24 09:34:00"
"2015","20151521011559-569",2,"2015-05-21 13:26:00",1432239960,"C3",270720,1432510680,"2015-05-24 16:38:00"
"6506","20152421032440-973",1,"2015-05-21 16:18:00",1432250280,"C5",91140,1432341420,"2015-05-22 17:37:00"
"4406","20154222064254-555",1,"2015-05-22 07:12:00",1432303920,"C3",354540,1432658460,"2015-05-26 09:41:00"
"521","20153622093615-832",1,"2015-05-22 10:12:00",1432314720,"C2",78780,1432393500,"2015-05-23 08:05:00"
"5560","20151822101852-375",3,"2015-05-22 10:27:00",1432315620,"C4",472680,1432788300,"2015-05-27 21:45:00"
"1093","20154822094857-448",2,"2015-05-22 10:32:00",1432315920,"C8",1160220,1433476140,"2015-06-04 20:49:00"
"4889","20150722110719-792",1,"2015-05-22 12:09:00",1432321740,"C2",118740,1432440480,"2015-05-23 21:08:00"
"5967","20153622113653-407",1,"2015-05-22 12:20:00",1432322400,"C8",249720,1432572120,"2015-05-25 09:42:00"
"422","20153422113416-107",1,"2015-05-22 12:39:00",1432323540,"C3",438540,1432762080,"2015-05-27 14:28:00"
"5873","20153622123619-566",2,"2015-05-22 13:34:00",1432326840,"C0",69240,1432396080,"2015-05-23 08:48:00"
"3350","20155322125316-320",2,"2015-05-22 13:54:00",1432328040,"C2",78120,1432406160,"2015-05-23 11:36:00"
"2721","20155422015444-143",2,"2015-05-22 14:17:00",1432329420,"C8",82920,1432412340,"2015-05-23 13:19:00"
"524","20152022032029-340",1,"2015-05-22 15:22:00",1432333320,"C6",103140,1432436460,"2015-05-23 20:01:00"
"4761","20155222025248-836",1,"2015-05-22 15:23:00",1432333380,"C8",423540,1432756920,"2015-05-27 13:02:00"
"663","20155922025905-519",2,"2015-05-22 15:32:00",1432333920,"C4",656940,1432990860,"2015-05-30 06:01:00"
"1169","20151422031406-22",1,"2015-05-22 15:34:00",1432334040,"C5",488520,1432822560,"2015-05-28 07:16:00"
"5179","20155522035520-589",2,"2015-05-22 16:47:00",1432338420,"C5",65340,1432403760,"2015-05-23 10:56:00"
"2205","20151022041004-148",1,"2015-05-22 17:02:00",1432339320,"C5",182520,1432521840,"2015-05-24 19:44:00"
"3145","20155622035604-568",2,"2015-05-22 17:02:00",1432339320,"C3",168480,1432507800,"2015-05-24 15:50:00"
"4783","20154823064844-637",2,"2015-05-23 07:21:00",1432390860,"C0",182640,1432573500,"2015-05-25 10:05:00"
"1071","20150823070821-824",2,"2015-05-23 07:42:00",1432392120,"C3",453420,1432845540,"2015-05-28 13:39:00"
"535","20155023065015-612",3,"2015-05-23 08:06:00",1432393560,"C2",126660,1432520220,"2015-05-24 19:17:00"
"3156","20152423082429-73",3,"2015-05-23 08:54:00",1432396440,"C4",178740,1432575180,"2015-05-25 10:33:00"
"2874","20154023084059-267",2,"2015-05-23 09:03:00",1432396980,"C5",168120,1432565100,"2015-05-25 07:45:00"
"21","20152923082949-398",1,"2015-05-23 09:21:00",1432398060,"C5",186480,1432584540,"2015-05-25 13:09:00"
"958","20152623092639-730",1,"2015-05-23 10:28:00",1432402080,"C2",245580,1432647660,"2015-05-26 06:41:00"
"4841","20154423124442-224",2,"2015-05-23 13:24:00",1432412640,"C7",623220,1433035860,"2015-05-30 18:31:00"
"506","20152923012904-916",3,"2015-05-23 13:52:00",1432414320,"C5",761100,1433175420,"2015-06-01 09:17:00"
"3016","20150123020103-717",2,"2015-05-23 14:08:00",1432415280,"C8",526320,1432941600,"2015-05-29 16:20:00"
"5301","20152323032339-44",2,"2015-05-23 15:57:00",1432421820,"C2",243780,1432665600,"2015-05-26 11:40:00"
"1822","20152823042801-343",1,"2015-05-23 16:34:00",1432424040,"C2",627420,1433051460,"2015-05-30 22:51:00"
"2500","20153023033057-365",1,"2015-05-23 16:40:00",1432424400,"C2",87780,1432512180,"2015-05-24 17:03:00"
"5728","20152523042522-538",3,"2015-05-23 17:22:00",1432426920,"C4",86820,1432513740,"2015-05-24 17:29:00"
"3979","20151924061922-35",1,"2015-05-24 06:35:00",1432474500,"C7",225000,1432699500,"2015-05-26 21:05:00"
"1201","20150324080316-784",1,"2015-05-24 08:10:00",1432480200,"C4",207660,1432687860,"2015-05-26 17:51:00"
"2184","20150624080656-470",1,"2015-05-24 08:13:00",1432480380,"C8",864420,1433344800,"2015-06-03 08:20:00"
"1548","20150124080152-145",1,"2015-05-24 08:56:00",1432482960,"C6",287640,1432770600,"2015-05-27 16:50:00"
"6095","20154824104802-646",3,"2015-05-24 11:37:00",1432492620,"C7",350400,1432843020,"2015-05-28 12:57:00"
"4028","20152924102954-975",1,"2015-05-24 11:44:00",1432493040,"C7",1071720,1433564760,"2015-06-05 21:26:00"
"1633","20155824115842-88",2,"2015-05-24 12:31:00",1432495860,"C6",261480,1432757340,"2015-05-27 13:09:00"
"213","20155724025730-431",1,"2015-05-24 15:18:00",1432505880,"C6",441840,1432947720,"2015-05-29 18:02:00"
"5899","20151324031316-217",1,"2015-05-24 15:37:00",1432507020,"C8",100440,1432607460,"2015-05-25 19:31:00"
"6482","20152924032915-517",1,"2015-05-24 16:19:00",1432509540,"C6",282780,1432792320,"2015-05-27 22:52:00"
"1675","20153024043021-679",1,"2015-05-24 17:15:00",1432512900,"C6",176280,1432689180,"2015-05-26 18:13:00"
"2976","20153024043032-864",1,"2015-05-24 17:26:00",1432513560,"C3",50160,1432563720,"2015-05-25 07:22:00"
"4782","20151025101044-367",1,"2015-05-25 11:04:00",1432577040,"C5",110880,1432687920,"2015-05-26 17:52:00"
"4121","20153725123729-641",1,"2015-05-25 13:08:00",1432584480,"C2",277860,1432862340,"2015-05-28 18:19:00"
"5980","20152625012610-60",1,"2015-05-25 13:40:00",1432586400,"C0",590040,1433176440,"2015-06-01 09:34:00"
